,id,senten
0,0,
1,1,아 연말인데 코로나 때문에 집에만 있다니 서러워
2,2,
3,3,
4,4,
5,5,
6,6,병원 가는 길이 마스크는 언제 벗을 수 있단 말인가에 후 마스크는 필수지만 언제까지 이래야 하나에 휴
7,7,
8,8,다시시작인가요헐오늘을조심해야지될듯아침부터쌩쇼내가글치머에휴월요일년첫월요일피곤스려구린날씨늘어나는확진자
9,9,
10,10,방학 끝 출근 가기 싫다 바다 좋아요 벌써 힘들 예정에 후 힘내자
11,11,
12,12,슬럼프극복슬럼프극복중그립다그립다그리워그립다이겨내자년에미련이남은거니에휴제천시다둥이맘그램
13,13,밤거리는 어떤 느낌이었더라
14,14,일까지 카페와 무인카페는 영업시간 전체 포장 배달만 허용된다고 하네요 오늘도 예쁜 카페 왔는데 당분간 카페 못 가겠네 그놈의 코로나
15,15,
16,16,이 나라에 애국심은 사치인가 봅니다에 휴 그런 건 애국이 아니라 재물손괴라고 한단 다남에게 피해를 주면서 하는 짓이 애국은 아니지
17,17,
18,18,와대 바끝까지 불안했지만에 휴 심장마비 걸릴 뻔 믿었다 난 서울 나이츠 오재현 수훈선수 케이크 먹은 거 체한 거 같다 이겨서 괜찮아 눈물 폭풍
19,19,
20,20,
21,21,
22,22,
23,23,까칠한 손님은 빨리 가줬으면 하는 윤하 사장님 그나저나 그녀 낮잠 늘어지게 잤더니 잘 생각이 없다
24,24,오늘아님주의아마스크없이다니던때가너무그립다에휴헬스장문닫는거또주연장벌써낼모레면못간지한달째인데주나더연장이라니진짜화난다이렇게문닫았는데도확진자수에변함이없다는건헬스장이랑상관없다는거아닌가대체식당술집에서술먹고마스크안하고잘만놀던데왜마스크쓰고물도제대로못마시는헬스장만피해를보냐아짜증나코로나점단계화난다그램이미청원동의완료짜증자작나무숲인제자작나무숲여행스타그램셀스타그램셀카셀카스타그램운동복나이키당일치기여행
25,25,다꾸는커녕 악필 때문에 월 달부터 수정테이프 범벅 악필 다 꾸어 휴
26,26,뭔가 맘에 안 들 때마다 표정 짓는 오고 봉
27,27,어휴 운동하는 남자 운동하는 여자 헬스 타고 램 운동 웨이트 보디빌딩 트레이너 헬스장 피트니스 대책 없는 코로나 정책
28,28,연도 새해 목표는 이루길 새해 복 많이 받으세요 청주 년 첫 업데이트 본집으로 연말 휴가 후 집으로
29,29,가게에서군고구마구워먹기사람별로없음고구마난로불에에휴벌스고있다춥당
30,30,
31,31,
