,id,senten
0,0,대 여자 섬유근통 운동 많이 해서 근육통 아니에요 유전적 후천적 스트레스 정확한 원인을 알 수 없는 이유로 전신에 류머티즘성 통증을 동반하고 있어요 일어날 때 통증이 가장 심해요 오늘 오전은 통증과 내내 싸우다 엄마 배고파요라는 소리가 메아리처럼 들리긴 했는데 겨우 일어나서 아들이 좋아하는 소코 아카에랑 밥은 리필돼서 두 번 먹은 아들 휴가니까요 오늘 점심도 남이 해준 밥 조금 힘은 없지만 힘내서 파이팅 할게요 점심 식사 남이 해준 밥도 코아 소 코아 상무점 힘없음에 힘없다 아프다 약 떨어짐 병원 언제 가지 섬유근통 섬유 근육통 노랑머리 무표정 그램
1,1,일주일을개기다결국병원행신경주사는늠나아파병원행신경주사아프다대구현풍테크노폴리스년수영마라톤헬스자전거철인종등산순토다이어트요리맛집운동하는여자선팔하면맞팔육아그램
2,2,
3,3,치과 가는 날 임플란트 식립 치과에서 죽도 줘 아프다
4,4,
5,5,중학교 동창이 해준 눈썹 문신 나이 먹을수록 자기관리 눈썹 문신 아프다
6,6,
7,7,오늘 하루도 마무리 새해부터 아픈 건 뭐람 새해 복 많이 받으세요 위가 쉴 틈이 없다 아프다
8,8,
9,9,이제 좀 끝났으면 코로나 검체 채취 이동 검체 춥다 배고프다 힘들다 아프다 물리치료 간호사 일상
10,10,년 마지막 날 어제 남편 모시러 갔다가 예뻐서 찍은 사진 오늘은 오전 내내 병원 투어했어요 오른쪽 아랫배가 몇 달 동안 계속 아파서 딸내미 어린이집 보내고 맘먹고 다녀왔네요 연세 우리 내과 신촌 연세병원 촬영 산부인과 오늘 느낀 점 건강이 최고입니다 년 마지막 날입니다 모두 마무리 잘 하시길 바랍니다 병원 투어 아프다 아프지 말자 육아 맘 주부 일상
11,11,쥬쥬 선생님의 겨 박살 콤보 부산 폴 댄스 해운대 폴 댄스 달 폴 댄스 예쁘지만 아프다
12,12,
13,13,
14,14,지지고 밥 추가 번하는 남자 이태훈 피어싱 아프다
15,15,오빠와일그리고사랑니뺀날럽스타그램기념일천일기념일스타그램사랑니사랑니발치아프다사랑니싫어요
16,16,크리스마스이브는 수술로 크리스마스는 입원으로 무통주사 개발한 사람상 줘야 함 최소 노벨상
17,17,저기 쿠로 님 괴롭혀서 미안한데요 괴롭히고 싶게 생기셨어요 고양이 고양이 그램 살이지 곧 사주인 님 괴롭히기 꿀 잼 귀여워서 근데 이빨은 너무 아프다 미안해 유
18,18,연휴의 마지막 날 또 팔공산 동봉 동네 뒷산 가듯이 가벼운 맘으로 연휴 마무리 또 팔공산 동봉 내리막길 구르기 아프다
19,19,응급실 바늘 유리 베임 응급실이게 뭐야 아산 충무병원 아프다
20,20,내사랑케이크코로나때문에집콕확진자늘어서주간삼시세끼해먹이며집콕한아이들이아프다병원도맘대로못가는데맘도몸도지친크리스마스이브와오늘어제와인과먹으려주문한케이크나혼자커팅해서더치커피찐하게아이스로준비해서카페인만땅충전나는아프고힘들어도괜찮으니아이들이건강해지길년연속힘든크리스마스크리스마스때마다아프다아프지말자
21,21,크리스마스 우리 생일 아니지만 우리 생일처럼 즐겁게 광교호수공원 추워 시간 운동 춥다 빅 드래건 가자 다리통 아프다
22,22,울 아기들 아빠의 깜짝 선물 보고 아침부터 짱 신남 메리 크리스마스 토르 망치 아프다 수빈이는 미니어처 딸과 아들의 온도차 이산 타는 없다고 선물은 아빠가 샀다고 진작에 동심파괴하는 아빠
23,23,크리스마스를 앞두고 사랑니를 뽑다니 사랑니 통증 턱이 아프다 입이 안 벌어져 사랑니 발치 사랑니 뿅 하루가 지났는데도 아프다 아파도 먹어야지 지음 치과 칠곡 지음 치과
24,24,신랑한테 장난치다가 내가 때리고 신랑은 막았는데 왜 내 손이 우둑 소리 나더니 너무 아파서 엉엉 울고 신랑 당황 뜨리 먼 곳에서 당황 아프다 월탱 비폭력대화 지금 생각하니 웃기다 신랑이나 보고 물 주먹이라고
25,25,장범준 잠이 오질 않네요 생각이 많은 밤 머리 아프다
26,26,합법적 외박 맘모톰 시술했어요 아프다 누가 안 아프대 엉엉
27,27,다들아프지마세요코로나아님사고남아프다데일리병원한림대성심병원입원했다가수원으로왔지요코로나조심해요음악선팔맞팔선팔하면맞팔소통환영가마이써
28,28,불쌍한 개골 시 너의 희생을 기억할 게고 고마워 개골 아내 허벅지를 대신해줘 성고만 올라가라 아프다 아들 엄마 일상 개구리의 희생 뭐든 밟고 올라감 아빠 머리 밟은 건 비밀
29,29,인대 파열 골절상 병원 가자 아프다
